ID_HECHOS_FATALES,ROL_VICTIMA,SEXO_VICTIMA,EDAD_VICTIMA,FECHA_FALLECIMIENTO
2018-0080,PEATON,MASCULINO,26,2018-07-25 00:00:00
2018-0081,PEATON,MASCULINO,35,2018-07-29 00:00:00
2018-0082,CONDUCTOR,FEMENINO,17,2018-08-01 00:00:00
2018-0083,CONDUCTOR,MASCULINO,SD,2018-08-02 00:00:00
2018-0084,PEATON,MASCULINO,45,2018-08-03 00:00:00
2018-0085,PASAJERO_ACOMPAÑANTE,FEMENINO,22,2018-08-03 00:00:00
2018-0085,CONDUCTOR,MASCULINO,30,2018-08-03 00:00:00
2018-0086,PEATON,MASCULINO,40,2018-08-10 00:00:00
2018-0087,PEATON,MASCULINO,75,2018-08-20 00:00:00
2018-0088,CONDUCTOR,MASCULINO,SD,2018-08-17 00:00:00
2018-0089,PEATON,MASCULINO,80,2018-08-17 00:00:00
2018-0090,CONDUCTOR,MASCULINO,27,2018-08-18 00:00:00
2018-0091,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2018-08-19 00:00:00
2018-0092,CONDUCTOR,MASCULINO,23,2018-08-20 00:00:00
2018-0093,PEATON,MASCULINO,24,2018-08-20 00:00:00
2018-0094,CONDUCTOR,MASCULINO,32,2018-08-23 00:00:00
2018-0095,PASAJERO_ACOMPAÑANTE,FEMENINO,49,2018-08-26 00:00:00
2018-0096,PEATON,MASCULINO,39,2018-08-31 00:00:00
2018-0097,CONDUCTOR,FEMENINO,35,2018-09-02 00:00:00
2018-0098,CONDUCTOR,MASCULINO,55,2018-09-09 00:00:00
2018-0098,PASAJERO_ACOMPAÑANTE,MASCULINO,54,2018-09-09 00:00:00
2018-0099,PEATON,MASCULINO,18,2018-09-13 00:00:00
2018-0100,SD,FEMENINO,33,2018-09-20 00:00:00
2018-0101,CONDUCTOR,MASCULINO,SD,2018-09-21 00:00:00
2018-0102,CONDUCTOR,MASCULINO,20,2018-09-21 00:00:00
2018-0103,PEATON,MASCULINO,1,2018-09-29 00:00:00
2018-0104,CONDUCTOR,MASCULINO,22,2018-10-01 00:00:00
2018-0105,PEATON,FEMENINO,56,2018-10-03 00:00:00
2018-0106,CONDUCTOR,MASCULINO,27,2018-10-04 00:00:00
2018-0107,PEATON,FEMENINO,62,2018-10-06 00:00:00
2018-0108,CONDUCTOR,MASCULINO,37,2018-10-10 00:00:00
2018-0109,PEATON,MASCULINO,34,2018-10-10 00:00:00
2018-0110,PEATON,MASCULINO,60,2018-10-14 00:00:00
2018-0111,CONDUCTOR,MASCULINO,28,2018-10-19 00:00:00
2018-0112,CONDUCTOR,FEMENINO,28,2018-10-24 00:00:00
2018-0113,CONDUCTOR,MASCULINO,20,2018-10-25 00:00:00
2018-0114,CONDUCTOR,MASCULINO,23,2018-10-30 00:00:00
2018-0115,PEATON,MASCULINO,42,2018-11-01 00:00:00
2018-0116,PEATON,MASCULINO,48,2018-11-08 00:00:00
2018-0117,CONDUCTOR,MASCULINO,30,2018-11-08 00:00:00
2018-0118,PEATON,FEMENINO,80,2018-11-05 00:00:00
2018-0119,PEATON,FEMENINO,32,2018-11-06 00:00:00
2018-0120,PEATON,FEMENINO,51,2018-11-20 00:00:00
2018-0121,PEATON,FEMENINO,72,2018-11-09 00:00:00
2018-0122,CONDUCTOR,MASCULINO,33,2018-11-12 00:00:00
2018-0123,CONDUCTOR,MASCULINO,25,2018-11-12 00:00:00
2018-0124,CONDUCTOR,MASCULINO,44,2018-11-15 00:00:00
2018-0125,PEATON,MASCULINO,29,2018-11-17 00:00:00
2018-0126,CONDUCTOR,MASCULINO,27,2018-11-23 00:00:00
2018-0127,CONDUCTOR,MASCULINO,29,2018-11-19 00:00:00
2018-0128,PASAJERO_ACOMPAÑANTE,MASCULINO,49,2018-11-25 00:00:00
2018-0128,PASAJERO_ACOMPAÑANTE,FEMENINO,39,2018-11-25 00:00:00
2018-0129,CONDUCTOR,MASCULINO,37,2018-11-30 00:00:00
2018-0130,CONDUCTOR,MASCULINO,SD,2018-12-03 00:00:00
2018-0131,CONDUCTOR,MASCULINO,29,2018-12-07 00:00:00
2018-0132,PEATON,MASCULINO,70,2018-12-12 00:00:00
2018-0133,PEATON,FEMENINO,60,2018-12-12 00:00:00
2018-0134,PEATON,MASCULINO,56,2018-12-13 00:00:00
2018-0135,PEATON,MASCULINO,80,2018-12-22 00:00:00
2018-0136,PEATON,FEMENINO,70,2018-12-18 00:00:00
2018-0137,PASAJERO_ACOMPAÑANTE,MASCULINO,29,2018-12-19 00:00:00
2018-0138,PASAJERO_ACOMPAÑANTE,FEMENINO,79,2018-12-21 00:00:00
2018-0139,PASAJERO_ACOMPAÑANTE,MASCULINO,28,2018-12-24 00:00:00
2018-0140,CONDUCTOR,MASCULINO,78,2018-12-22 00:00:00
2018-0141,PEATON,MASCULINO,75,2018-12-24 00:00:00
2018-0142,PASAJERO_ACOMPAÑANTE,MASCULINO,32,2019-01-01 00:00:00
2018-0143,CONDUCTOR,MASCULINO,22,2018-12-29 00:00:00
2019-0001,CONDUCTOR,MASCULINO,25,2019-01-08 00:00:00
2019-0002,CONDUCTOR,MASCULINO,32,2019-01-09 00:00:00
2019-0003,CONDUCTOR,MASCULINO,23,2019-01-12 00:00:00
2019-0004,CONDUCTOR,MASCULINO,71,2019-01-14 00:00:00
2019-0005,CONDUCTOR,MASCULINO,43,2019-01-19 00:00:00
2019-0006,PEATON,FEMENINO,12,2019-01-23 00:00:00
2019-0007,CONDUCTOR,MASCULINO,35,2019-01-26 00:00:00
2019-0008,CONDUCTOR,MASCULINO,42,2019-01-31 00:00:00
2019-0009,CONDUCTOR,MASCULINO,34,2019-01-31 00:00:00
2019-0010,PEATON,MASCULINO,SD,2019-02-02 00:00:00
2019-0010,PEATON,MASCULINO,59,2019-02-02 00:00:00
2019-0011,PEATON,MASCULINO,SD,2019-02-10 00:00:00
2019-0012,CONDUCTOR,MASCULINO,31,2019-02-20 00:00:00
2019-0013,PEATON,MASCULINO,39,2019-03-02 00:00:00
2019-0014,CONDUCTOR,MASCULINO,69,2019-02-20 00:00:00
2019-0015,CONDUCTOR,MASCULINO,21,2019-02-23 00:00:00
2019-0016,CONDUCTOR,MASCULINO,40,2019-02-24 00:00:00
2019-0017,CONDUCTOR,MASCULINO,22,2019-03-07 00:00:00
2019-0018,PEATON,FEMENINO,29,2019-03-03 00:00:00
2019-0019,CONDUCTOR,MASCULINO,SD,26/03/2019
2019-0020,CONDUCTOR,MASCULINO,43,2019-03-07 00:00:00
2019-0021,CONDUCTOR,MASCULINO,23,2019-03-16 00:00:00
2019-0022,PASAJERO_ACOMPAÑANTE,MASCULINO,SD,2019-03-15 00:00:00
2019-0023,CONDUCTOR,MASCULINO,34,2019-03-16 00:00:00
2019-0024,CONDUCTOR,MASCULINO,32,2019-03-19 00:00:00
2019-0025,PEATON,MASCULINO,27,2019-04-04 00:00:00
2019-0026,PEATON,MASCULINO,SD,2019-03-28 00:00:00
2019-0027,CICLISTA,MASCULINO,37,2019-03-28 00:00:00
2019-0028,PEATON,FEMENINO,SD,2019-04-06 00:00:00
2019-0029,CONDUCTOR,MASCULINO,27,2019-04-07 00:00:00
2019-0030,CONDUCTOR,MASCULINO,25,2019-04-09 00:00:00
2019-0031,CICLISTA,MASCULINO,20,2019-04-12 00:00:00
2019-0032,PEATON,FEMENINO,83,2019-04-18 00:00:00
2019-0033,CONDUCTOR,MASCULINO,25,2019-04-18 00:00:00
2019-0034,CONDUCTOR,MASCULINO,SD,2019-04-21 00:00:00
2019-0035,PEATON,FEMENINO,75,2019-04-23 00:00:00
2019-0036,CONDUCTOR,MASCULINO,34,2019-05-02 00:00:00
2019-0037,CONDUCTOR,MASCULINO,17,2019-05-01 00:00:00
2019-0038,PEATON,FEMENINO,42,2019-05-05 00:00:00
2019-0105,PEATON,FEMENINO,82,2019-05-08 00:00:00
2019-0039,CONDUCTOR,MASCULINO,28,2019-05-09 00:00:00
2019-0040,CONDUCTOR,MASCULINO,44,2019-05-15 00:00:00
2019-0041,PASAJERO_ACOMPAÑANTE,FEMENINO,78,2019-05-11 00:00:00
2019-0042,PEATON,MASCULINO,39,2019-05-14 00:00:00
2019-0043,CICLISTA,FEMENINO,SD,2019-05-21 00:00:00
2019-0044,PEATON,FEMENINO,77,2019-05-29 00:00:00
2019-0045,CONDUCTOR,MASCULINO,33,2019-06-03 00:00:00
2019-0046,PASAJERO_ACOMPAÑANTE,FEMENINO,26,2019-06-04 00:00:00
2019-0047,PEATON,MASCULINO,76,2019-06-06 00:00:00
2019-0048,CONDUCTOR,MASCULINO,32,2019-06-07 00:00:00
2019-0049,PEATON,FEMENINO,72,2019-06-09 00:00:00
2019-0050,CONDUCTOR,MASCULINO,21,2019-06-09 00:00:00
2019-0051,CONDUCTOR,MASCULINO,41,2019-06-11 00:00:00
2019-0053,PASAJERO_ACOMPAÑANTE,MASCULINO,49,2019-06-14 00:00:00
2019-0054,CONDUCTOR,MASCULINO,21,2019-06-20 00:00:00
2019-0055,CONDUCTOR,MASCULINO,47,2019-06-21 00:00:00
2019-0056,PEATON,FEMENINO,75,2019-06-29 00:00:00
2019-0057,PEATON,FEMENINO,63,2019-07-08 00:00:00
2019-0058,CONDUCTOR,MASCULINO,39,2019-07-10 00:00:00
2019-0059,CONDUCTOR,MASCULINO,30,2019-07-13 00:00:00
2019-0060,PEATON,FEMENINO,78,2019-07-17 00:00:00
2019-0061,PEATON,FEMENINO,58,2019-07-17 00:00:00
2019-0062,PEATON,FEMENINO,60,2019-08-02 00:00:00
2019-0063,PASAJERO_ACOMPAÑANTE,MASCULINO,SD,2019-08-04 00:00:00
2019-0064,CONDUCTOR,MASCULINO,20,2019-08-06 00:00:00
2019-0065,PEATON,FEMENINO,55,2019-08-09 00:00:00
2019-0066,PEATON,MASCULINO,40,2019-08-11 00:00:00
2019-0067,CONDUCTOR,MASCULINO,35,2019-08-14 00:00:00
2019-0068,CONDUCTOR,MASCULINO,53,2019-08-14 00:00:00
2019-0069,CONDUCTOR,MASCULINO,43,2019-08-17 00:00:00
2019-0070,CONDUCTOR,MASCULINO,25,2019-08-22 00:00:00
2019-0071,PEATON,MASCULINO,SD,2019-08-27 00:00:00
2019-0072,CONDUCTOR,MASCULINO,22,2019-09-02 00:00:00
2019-0073,CONDUCTOR,MASCULINO,29,2019-09-06 00:00:00
2019-0074,CONDUCTOR,MASCULINO,35,2019-08-29 00:00:00
2019-0075,CONDUCTOR,MASCULINO,31,2019-08-30 00:00:00
2019-0076,CONDUCTOR,FEMENINO,29,2019-09-05 00:00:00
2019-0077,PEATON,FEMENINO,28,2019-09-08 00:00:00
2019-0078,PEATON,FEMENINO,72,2019-09-15 00:00:00
2019-0079,CONDUCTOR,MASCULINO,57,2019-09-17 00:00:00
2019-0080,PEATON,MASCULINO,76,2019-09-17 00:00:00
2019-0081,PEATON,MASCULINO,67,2019-10-07 00:00:00
2019-0082,CICLISTA,MASCULINO,47,2019-09-25 00:00:00
2019-0083,CONDUCTOR,MASCULINO,73,2019-09-26 00:00:00
2019-0084,CICLISTA,FEMENINO,40,2019-09-27 00:00:00
2019-0085,CICLISTA,MASCULINO,20,2019-10-09 00:00:00
2019-0086,CONDUCTOR,MASCULINO,29,2019-10-15 00:00:00
2019-0087,CONDUCTOR,MASCULINO,41,2019-10-21 00:00:00
2019-0088,PEATON,MASCULINO,27,2019-10-22 00:00:00
2019-0089,PEATON,FEMENINO,92,2019-10-23 00:00:00
2019-0090,PEATON,MASCULINO,67,2019-10-26 00:00:00
2019-0091,PEATON,MASCULINO,35,2019-11-01 00:00:00
2019-0092,PEATON,MASCULINO,37,2019-11-03 00:00:00
2019-0093,CICLISTA,MASCULINO,16,2019-11-13 00:00:00
2019-0094,PASAJERO_ACOMPAÑANTE,FEMENINO,SD,2019-11-18 00:00:00
2019-0095,CONDUCTOR,MASCULINO,SD,2019-11-20 00:00:00
2019-0096,PEATON,MASCULINO,73,2019-11-22 00:00:00
2019-0097,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2019-11-25 00:00:00
2019-0098,PASAJERO_ACOMPAÑANTE,FEMENINO,61,2019-11-29 00:00:00
2019-0100,CONDUCTOR,MASCULINO,38,2019-12-18 00:00:00
2019-0101,CONDUCTOR,MASCULINO,25,2019-12-17 00:00:00
2019-0102,CONDUCTOR,MASCULINO,18,2019-12-18 00:00:00
2019-0103,CONDUCTOR,MASCULINO,24,2019-12-18 00:00:00
2019-0104,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2019-12-22 00:00:00
2020-0001,PEATON,FEMENINO,87,2020-01-04 00:00:00
2020-0002,CONDUCTOR,MASCULINO,36,2020-01-07 00:00:00
2020-0003,PEATON,MASCULINO,44,2020-01-11 00:00:00
2020-0004,PEATON,MASCULINO,82,2020-01-15 00:00:00
2020-0005,CONDUCTOR,MASCULINO,25,2020-02-10 00:00:00
2020-0006,CONDUCTOR,MASCULINO,23,2020-01-20 00:00:00
2020-0007,PEATON,MASCULINO,52,2020-01-27 00:00:00
2020-0008,CONDUCTOR,MASCULINO,49,2020-01-30 00:00:00
2020-0009,PEATON,MASCULINO,48,2020-02-05 00:00:00
2020-0010,CONDUCTOR,MASCULINO,SD,2020-02-08 00:00:00
2020-0011,CONDUCTOR,MASCULINO,31,2020-02-12 00:00:00
2020-0012,PEATON,FEMENINO,66,2020-02-18 00:00:00
2020-0013,PEATON,FEMENINO,58,2020-03-03 00:00:00
2020-0014,CONDUCTOR,MASCULINO,SD,2020-02-27 00:00:00
2020-0015,CONDUCTOR,MASCULINO,29,2020-02-28 00:00:00
2020-0016,PEATON,MASCULINO,68,2020-03-09 00:00:00
2020-0017,PEATON,MASCULINO,SD,2020-03-05 00:00:00
2020-0018,CONDUCTOR,MASCULINO,31,2020-03-09 00:00:00
2020-0019,PEATON,FEMENINO,80,2020-03-10 00:00:00
2020-0020,PEATON,FEMENINO,74,2020-03-17 00:00:00
2020-0021,PEATON,FEMENINO,87,2020-03-14 00:00:00
2020-0022,PASAJERO_ACOMPAÑANTE,MASCULINO,44,2020-04-07 00:00:00
2020-0023,CONDUCTOR,MASCULINO,44,2020-05-03 00:00:00
2020-0024,CONDUCTOR,MASCULINO,53,2020-04-24 00:00:00
2020-0025,PEATON,MASCULINO,SD,2020-05-12 00:00:00
2020-0026,CONDUCTOR,MASCULINO,28,2020-05-17 00:00:00
2020-0027,PEATON,MASCULINO,76,2020-05-18 00:00:00
2020-0028,PEATON,MASCULINO,91,2020-05-23 00:00:00
2020-0029,PEATON,MASCULINO,80,2020-06-12 00:00:00
2020-0030,CONDUCTOR,MASCULINO,40,2020-06-16 00:00:00
2020-0031,CONDUCTOR,MASCULINO,29,2020-06-30 00:00:00
2020-0032,CONDUCTOR,MASCULINO,21,2020-07-10 00:00:00
2020-0033,CONDUCTOR,MASCULINO,32,2020-07-19 00:00:00
2020-0034,PEATON,FEMENINO,SD,2020-08-02 00:00:00
2020-0035,CONDUCTOR,MASCULINO,40,2020-08-04 00:00:00
2020-0036,PEATON,MASCULINO,72,2020-08-22 00:00:00
2020-0037,PEATON,MASCULINO,38,2020-08-29 00:00:00
2020-0038,CONDUCTOR,MASCULINO,46,2020-08-30 00:00:00
2020-0038,CONDUCTOR,MASCULINO,64,2020-08-30 00:00:00
2020-0039,PEATON,MASCULINO,44,2020-09-01 00:00:00
2020-0040,CONDUCTOR,MASCULINO,SD,2020-09-12 00:00:00
2020-0041,CONDUCTOR,MASCULINO,34,2020-09-28 00:00:00
2020-0042,PEATON,FEMENINO,53,2020-09-29 00:00:00
2020-0043,PEATON,MASCULINO,64,2020-09-30 00:00:00
2020-0044,CONDUCTOR,MASCULINO,43,2020-10-05 00:00:00
2020-0045,CONDUCTOR,MASCULINO,50,2020-10-19 00:00:00
2020-0046,CONDUCTOR,MASCULINO,41,2020-10-27 00:00:00
2020-0047,PEATON,MASCULINO,15,2020-10-27 00:00:00
2020-0048,CONDUCTOR,MASCULINO,41,2020-10-29 00:00:00
2020-0049,PEATON,MASCULINO,36,2020-10-30 00:00:00
2020-0050,PEATON,FEMENINO,28,2020-11-01 00:00:00
2020-0051,CONDUCTOR,MASCULINO,49,2020-11-05 00:00:00
2020-0052,CICLISTA,MASCULINO,44,2020-11-07 00:00:00
2020-0053,PASAJERO_ACOMPAÑANTE,MASCULINO,27,2020-11-09 00:00:00
2020-0054,CICLISTA,MASCULINO,59,2020-11-23 00:00:00
2020-0055,PEATON,MASCULINO,91,2020-12-11 00:00:00
2020-0056,CONDUCTOR,FEMENINO,34,2020-11-21 00:00:00
2020-0057,PEATON,MASCULINO,84,2020-11-23 00:00:00
2020-0058,PEATON,MASCULINO,57,2020-11-25 00:00:00
2020-0059,PEATON,FEMENINO,49,2020-12-14 00:00:00
2020-0060,PEATON,FEMENINO,69,2020-12-03 00:00:00
2020-0061,CONDUCTOR,MASCULINO,45,2020-12-04 00:00:00
2020-0062,CICLISTA,MASCULINO,47,2020-12-04 00:00:00
2020-0063,PEATON,MASCULINO,38,2020-12-05 00:00:00
2020-0063,PASAJERO_ACOMPAÑANTE,MASCULINO,21,2020-12-05 00:00:00
2020-0065,CONDUCTOR,MASCULINO,24,2020-12-06 00:00:00
2020-0066,CONDUCTOR,MASCULINO,27,2020-12-07 00:00:00
2020-0067,PEATON,MASCULINO,51,2020-12-11 00:00:00
2020-0068,CONDUCTOR,MASCULINO,71,2020-12-20 00:00:00
2020-0069,PASAJERO_ACOMPAÑANTE,MASCULINO,25,2020-12-15 00:00:00
2020-0070,PEATON,FEMENINO,81,2020-12-22 00:00:00
2020-0071,PEATON,MASCULINO,4,2020-12-17 00:00:00
2020-0072,CICLISTA,MASCULINO,42,2020-12-19 00:00:00
2020-0073,CONDUCTOR,MASCULINO,56,2020-12-20 00:00:00
2020-0074,CONDUCTOR,MASCULINO,39,2020-12-20 00:00:00
2020-0075,PEATON,MASCULINO,23,2020-12-23 00:00:00
2020-0076,CONDUCTOR,FEMENINO,78,2021-01-17 00:00:00
2020-0077,CONDUCTOR,FEMENINO,30,2020-12-25 00:00:00
2020-0077,PASAJERO_ACOMPAÑANTE,FEMENINO,24,2020-12-25 00:00:00
2020-0078,CICLISTA,MASCULINO,26,2020-12-25 00:00:00
2020-0079,CONDUCTOR,MASCULINO,28,2020-12-27 00:00:00
2021-0001,CONDUCTOR,MASCULINO,36,2021-01-06 00:00:00
2021-0002,CONDUCTOR,FEMENINO,47,2021-01-07 00:00:00
2021-0003,CONDUCTOR,MASCULINO,27,2021-01-10 00:00:00
2021-0004,PEATON,FEMENINO,61,2021-01-11 00:00:00
2021-0005,PEATON,MASCULINO,73,2021-01-14 00:00:00
2021-0006,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2021-01-12 00:00:00
2021-0007,CONDUCTOR,MASCULINO,84,2021-01-26 00:00:00
2021-0008,PEATON,MASCULINO,28,2021-01-22 00:00:00
2021-0009,CONDUCTOR,MASCULINO,31,2021-01-23 00:00:00
2021-0010,CONDUCTOR,MASCULINO,28,2021-01-23 00:00:00
2021-0011,PEATON,MASCULINO,21,2021-01-27 00:00:00
2021-0012,PEATON,MASCULINO,SD,2021-01-29 00:00:00
2021-0013,CONDUCTOR,MASCULINO,41,2021-01-31 00:00:00
2021-0014,PEATON,MASCULINO,28,2021-02-18 00:00:00
2021-0015,CONDUCTOR,MASCULINO,26,2021-02-06 00:00:00
2021-0016,CONDUCTOR,MASCULINO,22,2021-02-14 00:00:00
2021-0017,CONDUCTOR,MASCULINO,33,2021-02-17 00:00:00
2021-0018,PEATON,MASCULINO,36,2021-03-08 00:00:00
2021-0019,CONDUCTOR,MASCULINO,30,2021-02-21 00:00:00
2021-0020,PEATON,FEMENINO,SD,2021-02-21 00:00:00
2021-0021,CONDUCTOR,MASCULINO,39,2021-03-04 00:00:00
2021-0022,PASAJERO_ACOMPAÑANTE,MASCULINO,68,2021-03-06 00:00:00
2021-0023,CONDUCTOR,MASCULINO,24,2021-03-01 00:00:00
2021-0024,CICLISTA,MASCULINO,5,2021-03-03 00:00:00
2021-0025,CONDUCTOR,MASCULINO,37,2021-03-11 00:00:00
2021-0026,CONDUCTOR,MASCULINO,36,2021-03-15 00:00:00
2021-0027,CONDUCTOR,FEMENINO,19,2021-03-16 00:00:00
2021-0028,PEATON,MASCULINO,SD,2021-03-29 00:00:00
2021-0029,CONDUCTOR,MASCULINO,26,2021-04-02 00:00:00
2021-0030,PEATON,MASCULINO,36,2021-04-07 00:00:00
2021-0031,PEATON,FEMENINO,68,2021-04-11 00:00:00
2021-0032,PEATON,MASCULINO,60,2021-04-29 00:00:00
2021-0033,CONDUCTOR,MASCULINO,33,2021-04-14 00:00:00
2021-0034,PASAJERO_ACOMPAÑANTE,FEMENINO,26,2021-04-19 00:00:00
2021-0035,CONDUCTOR,MASCULINO,24,2021-05-03 00:00:00
2021-0036,CONDUCTOR,MASCULINO,36,2021-05-09 00:00:00
2021-0037,PEATON,FEMENINO,58,2021-05-11 00:00:00
2021-0038,CONDUCTOR,FEMENINO,44,2021-05-14 00:00:00
2021-0039,CICLISTA,MASCULINO,86,2021-06-05 00:00:00
2021-0040,CONDUCTOR,MASCULINO,27,2021-05-20 00:00:00
2021-0041,PEATON,MASCULINO,75,2021-05-20 00:00:00
2021-0042,PEATON,MASCULINO,39,2021-05-21 00:00:00
2021-0043,PEATON,MASCULINO,50,2021-05-22 00:00:00
2021-0044,PASAJERO_ACOMPAÑANTE,MASCULINO,21,2021-05-25 00:00:00
2021-0045,CONDUCTOR,MASCULINO,22,2021-05-26 00:00:00
2021-0046,PASAJERO_ACOMPAÑANTE,MASCULINO,20,2021-05-31 00:00:00
2021-0047,CONDUCTOR,MASCULINO,59,2021-06-02 00:00:00
2021-0048,CICLISTA,MASCULINO,44,2021-06-23 00:00:00
2021-0049,CONDUCTOR,MASCULINO,74,2021-06-03 00:00:00
2021-0050,CONDUCTOR,MASCULINO,56,2021-06-10 00:00:00
2021-0051,PEATON,MASCULINO,73,2021-06-16 00:00:00
2021-0052,PASAJERO_ACOMPAÑANTE,FEMENINO,19,2021-06-20 00:00:00
2021-0053,PEATON,MASCULINO,58,2021-06-30 00:00:00
2021-0054,CONDUCTOR,MASCULINO,41,2021-06-22 00:00:00
2021-0055,PASAJERO_ACOMPAÑANTE,MASCULINO,47,2021-06-29 00:00:00
2021-0056,CICLISTA,MASCULINO,60,2021-07-09 00:00:00
2021-0057,CONDUCTOR,MASCULINO,46,2021-07-10 00:00:00
2021-0058,PEATON,MASCULINO,24,2021-07-21 00:00:00
2021-0059,PASAJERO_ACOMPAÑANTE,FEMENINO,44,2021-07-22 00:00:00
2021-0060,PEATON,FEMENINO,80,2021-07-22 00:00:00
2021-0061,PEATON,FEMENINO,55,2021-07-24 00:00:00
2021-0062,CONDUCTOR,MASCULINO,73,2021-07-27 00:00:00
2021-0063,PASAJERO_ACOMPAÑANTE,FEMENINO,31,2021-08-02 00:00:00
2021-0064,PEATON,MASCULINO,37,2021-08-03 00:00:00
2021-0065,PEATON,FEMENINO,63,2021-08-10 00:00:00
2021-0066,PEATON,MASCULINO,59,2021-08-09 00:00:00
2021-0067,CONDUCTOR,MASCULINO,27,2021-08-08 00:00:00
2021-0068,CONDUCTOR,MASCULINO,39,2021-08-15 00:00:00
2021-0069,PEATON,MASCULINO,17,2021-08-21 00:00:00
2021-0070,CONDUCTOR,MASCULINO,31,2021-08-28 00:00:00
2021-0071,PEATON,MASCULINO,88,2021-09-01 00:00:00
2021-0072,PEATON,FEMENINO,57,2021-09-01 00:00:00
2021-0073,CICLISTA,FEMENINO,76,2021-09-18 00:00:00
2021-0074,CONDUCTOR,MASCULINO,55,2021-09-20 00:00:00
2021-0075,PEATON,MASCULINO,65,2021-09-21 00:00:00
2021-0076,CONDUCTOR,MASCULINO,31,2021-10-16 00:00:00
2021-0077,CONDUCTOR,FEMENINO,31,2021-10-18 00:00:00
2021-0078,CONDUCTOR,MASCULINO,22,2021-10-23 00:00:00
2021-0079,PEATON,MASCULINO,SD,2021-10-25 00:00:00
2021-0080,CONDUCTOR,MASCULINO,32,2021-10-28 00:00:00
2021-0081,CONDUCTOR,MASCULINO,26,2021-11-02 00:00:00
2021-0082,CONDUCTOR,MASCULINO,38,2021-11-06 00:00:00
2021-0083,CONDUCTOR,MASCULINO,30,2021-11-09 00:00:00
2021-0084,CONDUCTOR,MASCULINO,32,2021-11-11 00:00:00
2021-0097,CICLISTA,MASCULINO,53,2021-11-19 00:00:00
2021-0085,CONDUCTOR,MASCULINO,49,2021-11-20 00:00:00
2021-0086,PEATON,MASCULINO,75,2021-11-25 00:00:00
2021-0087,PEATON,FEMENINO,73,2021-11-27 00:00:00
2021-0088,CONDUCTOR,MASCULINO,45,2021-12-07 00:00:00
2021-0089,CONDUCTOR,MASCULINO,41,2021-12-11 00:00:00
2021-0090,PEATON,MASCULINO,73,2022-01-03 00:00:00
2021-0091,CONDUCTOR,MASCULINO,24,2021-12-11 00:00:00
2021-0092,PEATON,FEMENINO,50,2021-12-12 00:00:00
2021-0093,PASAJERO_ACOMPAÑANTE,FEMENINO,18,2021-12-18 00:00:00
2021-0094,PASAJERO_ACOMPAÑANTE,FEMENINO,43,2021-12-20 00:00:00
2021-0095,CONDUCTOR,MASCULINO,27,2022-01-02 00:00:00
2021-0096,CONDUCTOR,MASCULINO,60,2021-12-20 00:00:00
